fact_table_key,customer_key,payment_key,store_key,first_name,last_name,email,amount,last_update,create_date_key,payment_date_key
667,25,667,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050712
668,25,668,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050712
669,25,669,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050729
670,25,670,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050730
671,25,671,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,8.99,"2006-02-15 04:57:12",20060214,20050730
672,25,672,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050730
673,25,673,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050731
674,25,674,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050731
675,25,675,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,5.99,"2006-02-15 04:57:12",20060214,20050801
676,25,676,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050802
677,25,677,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050802
678,25,678,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050817
679,25,679,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050819
680,25,680,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050821
681,25,681,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050821
682,25,682,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050823
683,25,683,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,5.99,"2006-02-15 04:57:12",20060214,20050823
684,26,684,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050529
685,26,685,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050531
686,26,686,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,5.99,"2006-02-15 04:57:12",20060214,20050615
687,26,687,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050616
688,26,688,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,9.99,"2006-02-15 04:57:12",20060214,20050617
689,26,689,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,3.99,"2006-02-15 04:57:12",20060214,20050618
690,26,690,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,6.99,"2006-02-15 04:57:12",20060214,20050618
691,26,691,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050619
692,26,692,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050619
693,26,693,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050707
694,26,694,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050707
695,26,695,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050707
696,26,696,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050707
697,26,697,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,6.99,"2006-02-15 04:57:12",20060214,20050707
698,26,698,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,3.99,"2006-02-15 04:57:12",20060214,20050708
699,26,699,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,6.99,"2006-02-15 04:57:12",20060214,20050708
700,26,700,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050709
701,26,701,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,1.99,"2006-02-15 04:57:12",20060214,20050711
702,26,702,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050711
703,26,703,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050727
704,26,704,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050729
705,26,705,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050730
706,26,706,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,3.99,"2006-02-15 04:57:12",20060214,20050801
707,26,707,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,3.99,"2006-02-15 04:57:12",20060214,20050802
708,26,708,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050802
709,26,709,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050802
710,26,710,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,5.99,"2006-02-15 04:57:12",20060214,20050817
711,26,711,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050819
712,26,712,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050821
713,26,713,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,8.99,"2006-02-15 04:57:12",20060214,20050821
714,26,714,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,1.99,"2006-02-15 04:57:12",20060214,20050821
715,26,715,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,7.99,"2006-02-15 04:57:12",20060214,20050821
716,26,716,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050822
717,26,717,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,7.99,"2006-02-15 04:57:12",20060214,20050823
718,27,718,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050529
719,27,719,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050615
720,27,720,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050615
721,27,721,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050616
722,27,722,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,3.99,"2006-02-15 04:57:12",20060214,20050617
723,27,723,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,2.99,"2006-02-15 04:57:12",20060214,20050618
724,27,724,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050619
725,27,725,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,1.99,"2006-02-15 04:57:12",20060214,20050620
726,27,726,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,3.99,"2006-02-15 04:57:12",20060214,20050621
727,27,727,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050707
728,27,728,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,5.99,"2006-02-15 04:57:12",20060214,20050708
729,27,729,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050710
730,27,730,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050710
731,27,731,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,0.99,"2006-02-15 04:57:12",20060214,20050711
732,27,732,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,5.99,"2006-02-15 04:57:12",20060214,20050712
733,27,733,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,4.99,"2006-02-15 04:57:12",20060214,20050712
